CCBA1,-93.451012009754777,58.723470037803054,-5.563802
CCBA2,-93.451227005571127,58.723053960129619,0.473846
CCBA3,-93.45144803635776,58.722717007622123,-5.399357
CCBA4,-93.45175196416676,58.722305037081242,-6.705767
CCBB1,-93.450199970975518,58.723330982029438,-6.263711
CCBB2,-93.450386971235275,58.722919011488557,2.890463
CCBB3,-93.450604984536767,58.722588010132313,-5.37535
CCBB4,-93.450921988114715,58.722148966044188,-6.430112
CCBC1,-93.44938600435853,58.723172983154655,-5.584968
CCBC2,-93.44957803376019,58.722790013998747,3.469585
CCBC3,-93.449852960184216,58.722433028742671,-5.701998
CCBC4,-93.450126964598894,58.722016029059887,-4.030429
CCBD1,-93.448543036356568,58.723037028685212,1.390751
CCBD2,-93.448736993595958,58.72271197848022,3.504078
CCBD3,-93.449038993567228,58.722280981019139,-6.106851
CCBD4,-93.449278967455029,58.721848977729678,3.252213
CCBE1,-93.447701996192336,58.72290400788188,3.092644
CCBE2,-93.447954040020704,58.722480973228812,5.236282
CCBE3,-93.44816098921001,58.722167992964387,-5.258915
CCBE4,-93.44839601777494,58.721742024645209,3.336994
CCGA1,-93.451200015842915,58.725124960765243,2.441734
CCGA2,-93.451380981132388,58.72470997273922,3.228748
CCGA3,-93.45153596252203,58.724197000265121,-0.689873
CCGA4,-93.451768979430199,58.723815958946943,0.785047
CCGB1,-93.450401974841952,58.724995041266084,3.953697
CCGB2,-93.450643038377166,58.724528001621366,-4.626413
CCGB3,-93.450749991461635,58.724120976403356,1.052689
CCGB4,-93.45095400698483,58.723672041669488,3.662823
CCGC1,-93.4495809674263,58.724843999370933,2.311859
CCGC2,-93.449791017919779,58.724404033273458,-5.064025
CCGC3,-93.449976006522775,58.723940011113882,-1.590778
CCGC4,-93.450174992904067,58.723481018096209,0.577244
CCGD1,-93.448895998299122,58.724695974960923,-7.301239
CCGD2,-93.449032958596945,58.724256008863449,-6.059453
CCGD3,-93.449205961078405,58.723790980875492,3.801723
CCGE1,-93.4480129648,58.724543005228043,-7.098203
CCGE2,-93.448209017515182,58.724112007766962,-8.913065
CCGE3,-93.448369028046727,58.723676986992359,-6.340107
CCGE4,-93.448529960587621,58.723174994811416,0.553288
JGBA1,-93.449910040944815,58.720750026404858,-1.69347
JGBA2,-93.449353985488415,58.720411984249949,-2.922338
JGBA3,-93.448776975274086,58.720115013420582,-1.854595
JGBA4,-93.448166018351912,58.719770014286041,4.047997
JGBA5,-93.447592025622725,58.719438007101417,-2.70323
JGBB1,-93.449246026575565,58.721040040254593,-2.764961
